date,nav
2023-05-24,95.19015999999999
2023-05-25,94.72986
2023-05-26,94.22976
2023-05-29,92.86992000000001
2023-05-30,93.6842
2023-05-31,92.69304
2023-06-01,93.01162000000001
2023-06-02,92.83488
2023-06-05,91.90982
2023-06-06,92.40606
2023-06-07,92.8334
2023-06-08,92.2641
2023-06-09,91.11616000000001
2023-06-12,90.65612
2023-06-13,90.54528
2023-06-14,90.27374
2023-06-15,91.03623999999999
2023-06-16,91.73986
2023-06-19,92.0713
2023-06-20,91.98733999999999
2023-06-21,92.19212
2023-06-22,92.38504
2023-06-23,92.54727999999999
2023-06-26,92.73616
2023-06-27,93.24312
2023-06-28,92.5447
2023-06-29,92.33714
2023-06-30,92.30674
2023-07-03,91.94996
2023-07-04,92.02709999999999
2023-07-05,91.85092
2023-07-06,91.3092
2023-07-07,91.73156
2023-07-10,93.10798
2023-07-11,93.94112
2023-07-12,93.06938
2023-07-13,93.14698
2023-07-14,93.30946
2023-07-17,93.63062
2023-07-18,94.98472000000001
2023-07-19,97.10546
2023-07-20,97.17616000000001
2023-07-21,97.11246
2023-07-24,97.3992
2023-07-25,96.50138000000001
2023-07-26,97.34656
2023-07-27,97.70322
2023-07-28,98.42819999999999
2023-07-31,97.66232
2023-08-01,98.08430000000001
2023-08-02,98.61304
2023-08-03,97.9291
2023-08-04,98.01151999999999
2023-08-07,96.64007999999998
2023-08-08,97.72068
2023-08-09,98.79429999999999
2023-08-10,98.28045999999999
2023-08-11,98.7684
2023-08-14,99.62866
2023-08-15,99.70624000000001
2023-08-16,98.39092000000001
2023-08-17,98.44116
2023-08-18,99.14302
2023-08-21,99.65868
2023-08-22,100.69802
2023-08-23,101.86001999999999
2023-08-24,100.98406
2023-08-25,100.2094
2023-08-28,101.29996000000001
2023-08-29,102.96243999999999
2023-08-30,103.13302000000002
2023-08-31,102.18162
2023-09-01,103.28218
2023-09-04,103.44802
2023-09-05,102.33
2023-09-06,103.12074
2023-09-07,104.31786
2023-09-08,105.04333999999999
2023-09-11,106.01194000000001
2023-09-12,106.23696
2023-09-13,105.61551999999999
2023-09-14,105.39232
2023-09-15,103.55879999999999
2023-09-18,104.0291
2023-09-19,104.85625999999999
2023-09-20,104.39528
2023-09-21,104.85952
2023-09-22,104.42888
2023-09-25,105.27116000000001
2023-09-26,106.52238
2023-09-27,107.1405
2023-09-28,107.21878
2023-09-29,107.53018
2023-10-02,106.76932
2023-10-03,107.37069999999999
2023-10-04,106.6757
2023-10-05,106.08228
2023-10-06,106.57719999999999
2023-10-09,106.63627999999999
2023-10-10,105.94548
2023-10-11,107.35934
2023-10-12,106.8608
2023-10-13,106.77056
2023-10-16,107.2166
2023-10-17,107.13668
2023-10-18,107.82448
2023-10-19,107.72409999999999
2023-10-20,107.99515999999998
2023-10-23,108.76379999999999
2023-10-24,108.66838
2023-10-25,108.99117999999999
2023-10-26,107.25128
2023-10-27,106.82696000000001
2023-10-30,106.43866
2023-10-31,106.45185999999998
2023-11-01,105.77608000000001
2023-11-02,105.8744
2023-11-03,106.12126
2023-11-06,106.747
2023-11-07,107.32611999999999
2023-11-08,107.01921999999999
2023-11-09,106.95842
2023-11-10,106.37102
2023-11-13,105.5666
2023-11-14,106.01558
2023-11-15,105.00802000000002
2023-11-16,105.02159999999999
2023-11-17,105.17604000000001
2023-11-20,105.99472
2023-11-21,106.10108
2023-11-22,105.76816
2023-11-23,104.20837999999999
2023-11-24,103.56868
2023-11-27,103.49206
2023-11-28,104.06472000000001
2023-11-29,102.93258
2023-11-30,102.39306
2023-12-01,101.90636
2023-12-04,102.06832
2023-12-05,103.65979999999999
2023-12-06,104.81022
2023-12-07,104.75789999999999
2023-12-08,104.38861999999999
2023-12-11,102.85382
2023-12-12,103.06969999999998
2023-12-13,102.74068
2023-12-14,103.49857999999999
2023-12-15,103.61643999999998
2023-12-18,103.56984
2023-12-19,104.06613999999999
2023-12-20,105.15152
2023-12-21,104.79148
2023-12-22,105.59556
2023-12-25,106.64680000000001
2023-12-26,107.46468
2023-12-27,106.69434000000001
2023-12-28,107.28786
2023-12-29,106.06790000000001
2024-01-01,105.71952000000002
2024-01-02,106.03862
2024-01-03,105.95284
2024-01-04,105.3828
2024-01-05,105.62487999999999
2024-01-08,107.02896000000001
2024-01-09,108.09772000000001
2024-01-10,108.54576
2024-01-11,109.13358000000001
2024-01-12,108.33814
2024-01-15,107.27446
2024-01-16,107.77655999999999
2024-01-17,110.1501
2024-01-18,109.25554
2024-01-19,109.50840000000001
2024-01-22,108.88550000000001
2024-01-23,110.20401999999999
2024-01-24,111.50814
2024-01-25,113.49816000000001
2024-01-26,113.43146000000002
2024-01-29,112.75588
2024-01-30,111.01128000000001
2024-01-31,111.13122000000001
2024-02-01,110.85704000000001
2024-02-02,110.45242
2024-02-05,109.86822
2024-02-06,109.04238000000001
2024-02-07,108.33054
2024-02-08,108.95378000000001
2024-02-09,108.80112
2024-02-12,107.84842
2024-02-13,108.01064
2024-02-14,107.18884
2024-02-15,108.0846
2024-02-16,107.96488
2024-02-19,107.52792
2024-02-20,105.9538
2024-02-21,105.51342
2024-02-22,106.40006000000001
2024-02-23,106.70394000000002
2024-02-26,106.56592
2024-02-27,106.05042
2024-02-28,105.75608
2024-02-29,106.34295999999999
2024-03-01,106.72433999999998
2024-03-04,106.21833999999998
2024-03-05,105.92126
2024-03-06,105.71564000000001
2024-03-07,106.02108000000001
2024-03-08,107.51966
2024-03-11,107.74492000000001
2024-03-12,107.32084
2024-03-13,105.37928
2024-03-14,105.2207
2024-03-15,105.23136
2024-03-18,104.31878000000002
2024-03-19,103.27528
2024-03-20,102.83971999999999
2024-03-21,103.86416
2024-03-22,104.58692
2024-03-25,103.48787999999999
2024-03-26,101.9664
2024-03-27,101.3919
2024-03-28,101.2027
2024-03-29,99.61197999999999
2024-04-01,99.93904
2024-04-02,99.89094
2024-04-03,100.44378
2024-04-04,100.2424
2024-04-05,100.19844
2024-04-08,100.38842
2024-04-09,99.2989
2024-04-10,98.79652
2024-04-11,98.87196
2024-04-12,99.95812
2024-04-15,102.0342
2024-04-16,101.2944
2024-04-17,103.14362000000001
2024-04-18,102.53353999999999
2024-04-19,103.46831999999999
2024-04-22,103.32476
2024-04-23,103.52628
2024-04-24,103.24032
2024-04-25,103.07570000000001
2024-04-26,102.06956
2024-04-29,102.74967999999998
2024-04-30,103.44994000000001
2024-05-01,103.65720000000002
2024-05-02,103.52506000000001
2024-05-03,103.62575999999999
2024-05-06,103.36912
2024-05-07,103.68984
2024-05-08,103.49452000000001
2024-05-09,104.28088
2024-05-10,104.76632
2024-05-13,105.85622000000001
2024-05-14,106.13978
2024-05-15,106.82455999999999
2024-05-16,106.29947999999999
2024-05-17,107.6401
2024-05-20,107.60616
2024-05-21,108.02991999999999
2024-05-22,107.37469999999999
2024-05-23,108.10054
2024-05-24,107.95272
2024-05-27,107.35983999999999
2024-05-28,107.09880000000001
2024-05-29,107.17762
2024-05-30,108.32346
2024-05-31,108.75154
2024-06-03,109.70686
2024-06-04,108.66010000000001
2024-06-05,109.12764
2024-06-06,108.94015999999999
2024-06-07,110.23204000000001
2024-06-10,111.61008
2024-06-11,111.46696
2024-06-12,111.48053999999999
2024-06-13,111.49528000000001
2024-06-14,111.42372
2024-06-17,111.52469999999998
2024-06-18,111.84178
2024-06-19,111.81289999999998
2024-06-20,111.41632
2024-06-21,112.32545999999999
2024-06-24,111.14416000000001
2024-06-25,111.54411999999999
2024-06-26,109.12141999999999
2024-06-27,109.1249
2024-06-28,108.74604
2024-07-01,109.31784
2024-07-02,109.45976
2024-07-03,109.59128000000001
2024-07-04,110.74072000000001
2024-07-05,110.25606
2024-07-08,111.16974
2024-07-09,111.84103999999999
2024-07-10,112.35260000000001
2024-07-11,113.3561
2024-07-12,112.31008000000001
2024-07-15,112.40712
2024-07-16,111.64432000000002
2024-07-17,111.68234
2024-07-18,110.52636
2024-07-19,112.23274
2024-07-22,112.1306
2024-07-23,111.97565999999999
2024-07-24,110.7248
2024-07-25,108.53735999999999
2024-07-26,109.0086
2024-07-29,107.05709999999999
2024-07-30,106.60463999999999
2024-07-31,106.16869999999999
2024-08-01,107.00668
2024-08-02,108.19278
2024-08-05,108.1635
2024-08-06,108.84508000000001
2024-08-07,108.7301
2024-08-08,108.53137999999998
2024-08-09,109.12532000000002
2024-08-12,108.54281999999998
2024-08-13,109.6664
2024-08-14,110.51614
2024-08-15,111.68191999999999
2024-08-16,110.94166
2024-08-19,110.60322000000001
2024-08-20,110.67367999999999
2024-08-21,111.12165999999999
2024-08-22,110.72612
2024-08-23,112.74341999999999
2024-08-26,114.21158
2024-08-27,115.59412
2024-08-28,116.01974
2024-08-29,116.52560000000001
2024-08-30,114.779
2024-09-02,113.88866
2024-09-03,114.94512
2024-09-04,113.91004000000001
2024-09-05,114.01966
2024-09-06,114.18992
2024-09-09,112.49477999999999
2024-09-10,112.13324
2024-09-11,111.63246000000001
2024-09-12,112.92143999999999
2024-09-13,113.95024000000001
2024-09-16,112.85914
2024-09-17,113.62952
2024-09-18,112.80516
2024-09-19,113.72532000000001
2024-09-20,114.06116
2024-09-23,113.93206
2024-09-24,115.21142
2024-09-25,114.2095
2024-09-26,112.6137
2024-09-27,112.68946000000001
2024-09-30,113.7938
2024-10-01,113.08952
2024-10-02,111.70675999999999
2024-10-03,112.16096
2024-10-04,111.98620000000001
2024-10-07,112.68296000000001
2024-10-08,112.30372
2024-10-09,112.34936
2024-10-10,112.85247999999999
2024-10-11,111.95606000000001
2024-10-14,111.97836
2024-10-15,112.83108
2024-10-16,113.54621999999999
2024-10-17,114.14457999999999
2024-10-18,114.34326000000001
2024-10-21,112.9693
2024-10-22,113.19353999999998
2024-10-23,113.43774
2024-10-24,112.71444
2024-10-25,112.70446
2024-10-28,114.04652000000002
2024-10-29,114.78591999999999
2024-10-30,114.4983
2024-10-31,115.02308000000001
2024-11-01,115.05184
2024-11-04,115.24708000000001
2024-11-05,116.17884000000001
2024-11-06,116.5821
2024-11-07,116.73389999999999
2024-11-08,116.50606
2024-11-11,114.65594000000002
2024-11-12,115.62716
2024-11-13,115.47002
2024-11-14,114.9022
2024-11-15,116.42511999999999
2024-11-18,116.09682000000001
2024-11-19,116.0275
2024-11-20,115.7014
2024-11-21,115.17854
2024-11-22,116.50408
2024-11-25,115.6111
2024-11-26,114.81756
2024-11-27,114.00891999999999
2024-11-28,113.24826
2024-11-29,112.18625999999999
2024-12-02,112.05044000000001
2024-12-03,111.55127999999999
2024-12-04,111.51964000000001
2024-12-05,110.43918
2024-12-06,108.68512000000001
2024-12-09,109.05042
2024-12-10,110.34192
2024-12-11,109.85576
2024-12-12,110.316
2024-12-13,110.00316000000001
2024-12-16,108.22688000000001
2024-12-17,109.54429999999999
2024-12-18,110.23853999999999
2024-12-19,111.20570000000001
2024-12-20,110.9186
2024-12-23,112.42302
2024-12-24,113.06363999999999
2024-12-25,114.27730000000001
2024-12-26,114.53278
2024-12-27,114.59156
2024-12-30,114.93152
2024-12-31,114.89322
2025-01-01,113.00322000000001
2025-01-02,113.08414
2025-01-03,112.45786000000001
2025-01-06,112.86066000000001
2025-01-07,113.54294
2025-01-08,113.66876000000002
2025-01-09,113.37422
2025-01-10,114.0325
2025-01-13,112.7536
2025-01-14,113.66302
2025-01-15,114.00582
2025-01-16,114.63676000000001
2025-01-17,114.43768
2025-01-20,114.8423
2025-01-21,115.77275999999999
2025-01-22,116.75028000000002
2025-01-23,116.69422
2025-01-24,117.15534
2025-01-27,117.15612000000002
2025-01-28,117.88310000000001
2025-01-29,119.30546
2025-01-30,120.27505999999998
2025-01-31,119.99508
2025-02-03,120.69198000000002
2025-02-04,118.97446
2025-02-05,120.03058000000001
2025-02-06,119.8715
2025-02-07,119.52454
2025-02-10,119.10909999999998
2025-02-11,118.05990000000001
2025-02-12,118.5729
2025-02-13,117.86504
2025-02-14,117.96826000000001
2025-02-17,118.399
2025-02-18,118.74458
2025-02-19,117.01676
2025-02-20,116.7116
2025-02-21,118.354
2025-02-24,117.77977999999999
2025-02-25,117.85149999999999
2025-02-26,118.87794
2025-02-27,118.35619999999999
2025-02-28,117.40812000000001
2025-03-03,117.42696000000001
2025-03-04,115.73016
2025-03-05,115.97568000000001
2025-03-06,115.19416000000001
2025-03-07,114.7222
2025-03-10,115.13596
2025-03-11,114.19694
2025-03-12,113.95862
2025-03-13,115.22252
2025-03-14,115.41961999999998
2025-03-17,116.15299999999999
2025-03-18,117.19092
2025-03-19,116.85752
2025-03-20,117.51168
2025-03-21,117.68436000000001
2025-03-24,117.80080000000001
2025-03-25,116.51088
2025-03-26,116.10806
2025-03-27,115.91261999999999
2025-03-28,116.7408
2025-03-31,116.39497999999999
2025-04-01,115.56020000000001
2025-04-02,115.03068
2025-04-03,114.45104
2025-04-04,113.61294000000001
2025-04-07,113.58243999999999
2025-04-08,112.8758
2025-04-09,111.0605
2025-04-10,111.29788
2025-04-11,110.76758
2025-04-14,110.25544
2025-04-15,108.91578
2025-04-16,109.14270000000002
2025-04-17,109.81251999999999
2025-04-18,110.04636
2025-04-21,108.96104
2025-04-22,108.56846
2025-04-23,109.10961999999999
2025-04-24,107.93789999999998
2025-04-25,107.54976000000002
2025-04-28,106.6721
2025-04-29,106.18799999999999
2025-04-30,106.49803999999999
2025-05-01,106.8493
2025-05-02,106.48006000000001
2025-05-05,105.96748
2025-05-06,106.43352
2025-05-07,106.55436
2025-05-08,106.65426
2025-05-09,106.30664000000002
2025-05-12,106.20252
2025-05-13,106.05186
2025-05-14,105.50208
2025-05-15,106.72948000000001
2025-05-16,107.12592
2025-05-19,107.37070000000001
2025-05-20,107.47121999999999
2025-05-21,107.52082
2025-05-22,107.81472
2025-05-23,107.53479999999999
2025-05-26,107.5778
2025-05-27,106.00900000000001
2025-05-28,105.79272
2025-05-29,105.8221
2025-05-30,106.59772000000001
2025-06-02,106.66168
2025-06-03,107.12732000000001
2025-06-04,109.06826000000001
2025-06-05,109.27350000000001
2025-06-06,108.12744
2025-06-09,106.57698
2025-06-10,107.58048
2025-06-11,106.324
2025-06-12,105.96291999999998
2025-06-13,105.67231999999998
2025-06-16,105.57298
2025-06-17,105.69722000000002
2025-06-18,105.10024000000001
2025-06-19,105.89359999999999
2025-06-20,105.89736
2025-06-23,106.22149999999999
2025-06-24,105.57563999999999
2025-06-25,105.63944
2025-06-26,106.28761999999999
2025-06-27,106.94200000000001
2025-06-30,107.37856
2025-07-01,105.9759
2025-07-02,106.51820000000001
2025-07-03,107.61864
2025-07-04,107.9441
2025-07-07,110.1018
2025-07-08,109.03216
2025-07-09,108.51543999999998
2025-07-10,108.00327999999999
2025-07-11,108.67148
2025-07-14,108.09071999999999
2025-07-15,108.17238
2025-07-16,108.84179999999999
2025-07-17,109.58021999999998
2025-07-18,109.74778
2025-07-21,109.54488
2025-07-22,108.31994
2025-07-23,109.83496
2025-07-24,110.55606
2025-07-25,110.22376
2025-07-28,110.13324
2025-07-29,109.38139999999999
2025-07-30,107.94754
2025-07-31,109.40003999999999
2025-08-01,108.93708000000001
2025-08-04,108.69077999999999
2025-08-05,108.99362
2025-08-06,108.22080000000001
2025-08-07,108.65129999999999
2025-08-08,109.89913999999999
2025-08-11,110.39466
2025-08-12,112.67436000000001
2025-08-13,111.60542000000001
2025-08-14,112.36354000000001
2025-08-15,112.66488
2025-08-18,112.64290000000001
2025-08-19,113.04526000000001
2025-08-20,112.48868
2025-08-21,112.74281999999998
2025-08-22,111.96102
2025-08-25,112.38748000000001
2025-08-26,112.91796
2025-08-27,113.31563999999999
2025-08-28,115.13094000000001
2025-08-29,114.55037999999999
2025-09-01,114.77888
2025-09-02,113.78062
2025-09-03,112.7596
2025-09-04,114.33732
2025-09-05,115.23249999999999
2025-09-08,114.50614
2025-09-09,114.70966000000001
2025-09-10,113.95376000000002
2025-09-11,113.99102
2025-09-12,114.38510000000001
2025-09-15,115.65077999999998
2025-09-16,115.16196
2025-09-17,113.93146000000002
2025-09-18,114.17508000000001
2025-09-19,114.0403
2025-09-22,114.54862
2025-09-23,114.18854000000002
2025-09-24,115.24569999999999
2025-09-25,115.90834
2025-09-26,115.14883999999999
2025-09-29,115.61524
2025-09-30,116.74980000000001
2025-10-01,116.93373999999999
2025-10-02,116.94104
2025-10-03,117.35862000000002
2025-10-06,117.09974
2025-10-07,116.87100000000001
2025-10-08,115.33818000000001
2025-10-09,115.79164
2025-10-10,115.17121999999999
2025-10-13,116.62722
2025-10-14,116.89948
2025-10-15,116.82858000000002
2025-10-16,116.7914
2025-10-17,116.65432000000001
2025-10-20,116.88973999999999
2025-10-21,115.50282
2025-10-22,116.89996000000001
2025-10-23,117.84132
2025-10-24,116.29650000000001
2025-10-27,115.52439999999999
2025-10-28,117.1106
2025-10-29,116.71984
2025-10-30,116.19272000000001
2025-10-31,117.05832000000001
2025-11-03,117.80058
2025-11-04,117.02685999999999
2025-11-05,118.37595999999999
2025-11-06,117.63226
2025-11-07,118.63465999999998
2025-11-10,120.14589999999998
2025-11-11,119.84258
2025-11-12,119.94045999999999
2025-11-13,121.20964
2025-11-14,121.48438000000002
2025-11-17,120.25183999999999
2025-11-18,120.3662
2025-11-19,122.58394000000001
2025-11-20,122.40936000000002
2025-11-21,122.32557999999999
2025-11-24,123.52331999999998
2025-11-25,124.0042
2025-11-26,123.67144
2025-11-27,124.62216000000001
2025-11-28,126.57512000000001
2025-12-01,127.57503999999999
2025-12-02,128.22628
2025-12-03,127.59678
2025-12-04,128.12092
2025-12-05,129.59692
2025-12-08,129.6327
2025-12-09,129.56824
2025-12-10,129.06356
2025-12-11,128.2115
2025-12-12,128.83319999999998
2025-12-15,129.15460000000002
2025-12-16,127.94398000000001
2025-12-17,129.05814
2025-12-18,129.6538
2025-12-19,130.82684
2025-12-22,129.07436
2025-12-23,128.74342000000001
2025-12-24,127.86748
2025-12-25,128.79996
2025-12-26,130.03496
2025-12-29,130.05865999999997
2025-12-30,130.02491999999998
2025-12-31,129.41080000000002
2026-01-01,130.26088
2026-01-02,129.18464
2026-01-05,130.81212
2026-01-06,130.10057999999998
2026-01-07,132.0372
2026-01-08,131.9969
2026-01-09,131.60386
2026-01-12,131.06784
2026-01-13,130.6769
2026-01-14,130.90928
2026-01-15,131.09609999999998
2026-01-16,130.61776
2026-01-19,130.37688
2026-01-20,131.41612
2026-01-21,129.77676000000002
2026-01-22,130.14016
2026-01-23,129.70444
2026-01-26,128.07984000000002
2026-01-27,127.50765999999999
2026-01-28,125.51889999999999
2026-01-29,124.02991999999999
2026-01-30,123.51316
2026-02-02,124.38998
2026-02-03,123.35392000000002
2026-02-04,123.63202000000001
2026-02-05,124.08863999999998
